,Unnamed: 0,facility,latitude,longitude,altitude,accuracy,kmfl_new,kmfl,nn?,keph_level,county,constituency,sub_county,ward,keph_level_new,Ownership,QQ2,Q2,QQ3,20km_to_level4,10km_to_level4,15km_to_level4,5km_to_level4,7_5km_to_level4,12_5km_to_level4,17_5km_to_level4
704,704,Marsabit County Refferal Hospital,2.323696,37.990967,1350.099976,23.6,n_12472,n,12472,Level 4,Marsabit,Saku,Saku,Marsabit Central,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
705,705,Moyale Nursing Home,3.52111,39.059833,1079.599976,6.066,n_12545,n,12545,Level 3,Marsabit,Moyale,Moyale,Moyale Township,Level 3,Private,urban,Urban,Nursing Home,0,0,0,0,0,0,0
706,706,Mutitu Sub County Hospital,-1.226968,38.174048,963.1,2.9,n_12601,n,12601,Level 4,Kitui,Kitui East,Kitui East,Mutitu/Kaliku,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
707,707,Mutituni  Level 4 Hospital,-1.454417,37.251836,1652.900024,2.98,n_12602,n,12602,Level 4,Machakos,Machakos Town,Machakos,Mutituni,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
708,708,Mutuati Sub County Hospital,0.383184,37.98039,1635.300049,16.615999,n_12605,n,12605,Level 4,Meru,Igembe North,Igembe North,Amwathi,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
709,709,Makadara Hospital,-1.296925,36.872977,1619.800049,28.701,n_13056,n,13056,Level 4,Nairobi,Makadara,Makadara,Maringo/Hamza,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
710,710,Meridian Equator Hospital,-1.309292,36.8245,1648.0,11.533,n_13109,n,13109,Level 4,Nairobi,Langata,Langata,Nairobi West,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
711,711,St Mary's Health Services,-1.20329,36.915741,1531.200073,12.8,n_13217,n,13217,Level 3,Nairobi,Ruaraka,Ruaraka,Korogocho,Level 3,Private,urban,Urban,Health Center,0,0,0,0,0,0,0
712,712,Bute Sub county Hospital,3.370737,39.423514,635.4,4.084,n_13314,n,13314,Level 4,Wajir,Wajir North,Wajir North,Bute,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
713,713,Ambira Sub-County Hospital,0.180443,34.284501,1253.800049,4.14,n_13476,n,13476,Level 4,Siaya,Ugunja,Ugunja,Ugunja,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
714,714,Masaba Sub-county  Hospital,-0.781297,34.948085,2081.0,3.757,n_13678,n,13678,Level 4,Nyamira,Kitutu Masaba,Masaba North,Rigoma,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
715,715,Migosi Sub County Hospital,-0.075927,34.78342,1154.0,7.2,n_13807,n,13807,Level 4,Kisumu,Kisumu Central,Kisumu Central,Migosi,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
716,716,Nyamonye Mission Dispensary,-0.051244,34.137723,1152.2,4.4,n_13914,n,13914,Level 2,Siaya,Bondo,Bondo,Yimbo East,Level 2,Faith Based Organization,rural,Rural,Dispensary,0,0,0,0,0,0,0
717,717,St Monica Hospital,-0.044803,34.770486,1362.099976,6.116,n_14120,n,14120,Level 4,Kisumu,Kisumu East,Kisumu East,Kajulu,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
718,718,Chesongoch Health Centre,1.126167,35.643283,1066.1,6.7,n_14386,n,14386,Level 3,Elgeyo-Marakwet,Marakwet East,Marakwet East,Endo,Level 3,Faith Based Organization,rural,Rural,Hospital,0,0,0,0,0,0,0
719,719,Kabiyet Sub County Hospital,0.405146,35.084701,2038.300049,3.816,n_14623,n,14623,Level 4,Nandi,Mosop,Mosop,Kabiyet,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
720,720,Kamwosor Sub County Hospital,0.195364,35.565562,2589.8,6.85,n_14680,n,14680,Level 4,Elgeyo-Marakwet,Keiyo South,Keiyo South,Metkei,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
721,721,Kaptarakwa Sub County Hospital,0.464276,35.542879,2646.0,4.55,n_14776,n,14776,Level 4,Elgeyo-Marakwet,Keiyo South,Keiyo South,Kaptarakwa,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
722,722,Magadi Hospital,-1.90265,36.286354,603.900024,1.916,n_15107,n,15107,Level 4,Kajiado,Kajiado West,Kajiado West,Magadi,Level 4,Private,rural,Rural,Hospital,0,0,0,0,0,0,0
723,723,Marigat Sub District Hospital,0.470902,35.982735,1013.400024,5.871,n_15138,n,15138,Level 4,Baringo,Baringo South,Marigat,Marigat,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
724,724,Ndindika Health Centre,0.415445,36.319737,2077.0,3.466,n_15325,n,15325,Level 3,Laikipia,Laikipia West,Laikipia West,Githiga,Level 3,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
725,725,Njoro Subcounty Hospital,-0.333495,35.937076,101.5,9.125,n_15358,n,15358,Level 4,Nakuru,Njoro,Njoro,Njoro,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
726,726,Kuvasali Health Centre,0.420912,34.943381,1677.5,7.84,n_15959,n,15959,Level 3,Kakamega,Malava,Malava,East Kabras,Level 3,Government/Public entity,rural,Rural,Health Center,0,0,0,0,0,0,0
727,727,Makunga Sub-County Hospital,0.302993,34.623248,1424.6,3.75,n_15991,n,15991,Level 4,Kakamega,Mumias East,Mumias East,Malaha/Isongo/Makunga,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
728,728,Port Victoria Hospital,0.097049,33.975717,1148.800049,2.38,n_16091,n,16091,Level 4,Busia,Budalangi,Bunyala,Bunyala West,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
729,729,Tanaka Nursing Home,0.452589,34.124734,1196.099976,18.128,n_16149,n,16149,Level 4,Busia,Matayos,Matayos,Burumba,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
730,730,Mariakani Community Health Care services,-3.85991,39.475977,170.199997,20.0,n_16188,n,16188,Level 2,Kilifi,Kaloleni,Kaloleni,Mariakani,Level 2,Private,rural,Rural,Medical Center,0,0,0,0,0,0,0
731,731,Kiritiri Health Centre,-0.681216,37.648514,1115.6,8.283,n_16466,n,16466,Level 3,Embu,Mbeere South,Mbeere South,Mavuria,Level 3,Government/Public entity,rural,Rural,Health Center,0,0,0,0,0,0,0
732,732,St. Brigittas Catholic Hospital (Uasin gishu),0.504674,35.236525,2078.2,9.325,n_17103,n,17103,Level 4,Uasin Gishu,,,Simat//Kapseret,Level 4,Faith Based Organization,rural,Rural,Medical Center,0,0,0,0,0,0,0
733,733,Alliance Medical Center,-1.279443,36.850166,1635.0,13.157,n_17847,n,17847,Level 3,Nairobi,Kamukunji,Kamukunji,California,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
734,734,Ruai Family Hospital LTD,-1.2734,37.000841,1519.599976,10.7,n_18390,n,18390,Level 4,Nairobi,Kasarani,Kasarani,Ruai,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
735,735,Syokimau Medical Centre,-1.369101,36.939666,1600.400024,22.5,n_20118,n,20118,Level 2,Machakos,Mavoko,Athi River,Syokimau/Mulolongo,Level 3,Private,urban,Urban,Health Center,0,0,0,0,0,0,0
736,736,Crystal Cottage Hospital,1.006802,35.018585,1896.4,1.916,n_20954,n,20954,Level 3,Trans Nzoia,Kiminini,Kiminini,Hospital,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
737,737,Home Ground Nursing Home,0.177705,34.299028,1277.2,6.457,n_21176,n,21176,Level 3,Siaya,Ugunja,Ugunja,Ugunja,Level 3,Private,rural,Rural,Medical Center,0,0,0,0,0,0,0
738,738,Zonal Annex Maternity And  Nursing  Home (Mandera),3.937349,41.860966,194.0,14.4,n_21598,n,21598,Level 4,Mandera,,,Township,Level 4,Private,urban,Urban,Nursing Home,0,0,0,0,0,0,0
739,739,Pemah Nursing and Maternity Home,0.054933,34.303858,1338.1,3.0,n_21810,n,21810,Level 3,Siaya,Alego Usonga,Alego Usonga,Siaya Township,Level 3,Private,urban,Urban,Nursing Home,0,0,0,0,0,0,0
740,740,Alpha Hill Medical Centre,0.322515,35.161762,2018.2,11.0,n_22251,n,22251,Level 2,Nandi,Chesumei,Chesumei,Lelmoko/Ngechek,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
741,741,St Patricks Nursing Home,-0.480003,37.124354,1750.099976,18.035,n_22896,n,22896,Level 3,Nyeri,Mathira,Mathira East,Karatina Town,Level 3,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
742,742,Avenue Healthcare Clinic (Buruburu),-1.295003,36.876921,1616.800049,19.398001,n_228970,n,228970,Level 2,Nairobi,Makadara,Makadara,Harambee,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
743,743,Huruma Hospital - Mathare North Annex,-1.249374,36.874546,1600.0,24.577999,n_23855,n,23855,Level 4,Nairobi,Ruaraka,Ruaraka,Utalii,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
744,744,Mao Aweys International Hospital Limited,-1.276493,36.852211,1633.099976,20.0,n_23878,n,23878,Level 4,Nairobi,Kamukunji,Kamukunji,Eastleigh North,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
745,745,New Hope Medical Centre,-0.666663,34.745912,1610.900024,3.9,n_24213,n,24213,Level 2,Kisii,Kitutu Chache South,Kitutu Chache South,Kitutu Central,Level 2,Private,rural,Rural,Nursing Home,0,0,0,0,0,0,0
746,746,Danid Care Services,-0.07689,34.777202,1166.300049,23.6,n_24880,n,24880,Level 3,Kisumu,Kisumu Central,Kisumu Central,Kondele,Level 3,Private,urban,Urban,Health Center,0,0,0,0,0,0,0
747,747,St. John's Health Centre,0.97046,35.056548,1899.6,5.15,n_24931,n,24931,Level 3,Trans Nzoia,Kiminini,Kiminini,Sirende,Level 4,Faith Based Organization,rural,Rural,Hospital,0,0,0,0,0,0,0
748,748,Palmcare Sinai Hospital,0.540617,35.297855,0.0,20.0,n_25358,n,25358,Level 4,Uasin Gishu,Moiben,Moiben,Kimumu,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
749,749,First Community Hospital Mlolongo,-1.392251,36.950139,1592.700073,20.0,n_25515,n,25515,Level 3,Machakos,Mavoko,Athi River,Syokimau/Mulolongo,Level 3,Private,rural,Rural,Nursing Home,0,0,0,0,0,0,0
750,750,Ropment Nduru Medical Center,-0.811141,34.628088,1504.900024,15.25,n_25929,n,25929,Level 3,Kisii,South Mugirango,South Mugirango,Bogetenga,Level 3,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
751,751,AAR Lavington OPC,-1.289414,36.773683,1765.400024,18.378,n_25937,n,25937,Level 2,Nairobi,Dagoretti North,Dagoretti North,Kileleshwa,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
752,752,Kerugoya Medical Centre (Kirinyaga),-0.482923,37.261599,1621.5,20.0,n_26666321,n,26666321,Level 5,Kirinyaga,,,Kerugoya Ward,Level 5,Private,rural,Rural,Hospital,0,0,0,0,0,0,0
753,753,Goodwill Cottage Hospital,1.011033,35.010285,0.0,20.0,n_26719,n,26719,Level 3,Trans Nzoia,Kiminini,Kiminini,Hospital,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
754,754,Quiver Medical Centre,-1.276137,36.771092,1754.700073,7.033,n_27330,n,27330,Level 2,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
755,755,Guardian Hospital,0.269996,37.87438,1777.599976,3.257,n_28900,n,28900,Level 4,Meru,Igembe Central,Igembe Central,Kangeta,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
756,756,Janice Cholerton Medical & Cancer Centre,-1.305546,36.802162,1714.0,13.864,n_29782,n,29782,Level 4,Nairobi,Kibra,Kibra,Woodley/Kenyatta Golf Course,Level 4,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
757,757,Corner B Hospital Limited,3.927143,41.835679,187.0,10.5,n_29924,n,29924,Level 3,Mandera,Mandera East,Mandera East,Neboi,Level 3,Private,urban,Urban,Nursing Home,0,0,0,0,0,0,0
758,758,Kapkolei Healthcare Centre,0.201567,35.09787,1996.5,7.216,n_30518,n,30518,Level 2,Nandi,Emgwen,Emgwen,Kapsabet,Level 2,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
759,759,Eagle Health And Clinics Services Riruta Branch (Nairobi),-1.284882,36.73723,1805.900024,20.0,n_33603,n,33603,Level 3,Nairobi,,,Kawangware,Level 3,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
760,760,Waamo Community Hospital (Nairobi),-1.279881,36.905177,1597.800049,22.5,n_34286,n,34286,Level 4,Nairobi,,,Komarock,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
761,761,Ng'undu- Kamulu Health Centre (Nairobi),-1.277193,37.069222,1468.0,27.174,n_34978,n,34978,Level 3,Nairobi,,,Ruai ward,Level 3,Government/Public entity,rural,Rural,Health Center,0,0,0,0,0,0,0
762,762,Rasha International Medical Services (Homa bay),-0.487346,34.538197,1142.5,5.683,n_5694,n,5694,Level 4,Homa Bay,,,Kochia,Level 4,Private,rural,Rural,Hospital,0,0,0,0,0,0,0
763,763,Baraka Maternity Home,-0.288985482,36.076278,1812.700073,21.243999,o14230,o14230,,Level 4,Nakuru,Nakuru Town East,Nakuru East,Biashara,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
764,764,Wanainchi Jamii Materinty and Nursing Home,-1.395656482,36.748726,1730.900024,7.333,o15770,o15770,,Level 3,Kajiado,Kajiado North,Kajiado North,Nkaimurunya,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
765,765,Equity Afia Clinic(Ongata Rongai),-1.396808054,36.751575,1734.099976,16.899,o21738,o21738,,Level 2,Kajiado,Kajiado North,Kajiado North,Ongata Rongai,Level 2,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
766,766,The Mandera Hospital,4.271574286,41.84787,0.0,20.0,o23246,o23246,,Level 4,Mandera,Mandera East,Mandera East,Township,Level 4,Private,urban,Urban,Hospital,1,1,1,1,1,1,1
767,767,Kenol Hospital,-0.937357,37.12651,1514.800049,20.0,n_10512,n,10512,Level 4,Murang'a,Maragwa,muranga south,Kimorori/Wempa,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
768,768,Tudor Health Care,-4.037281,39.660734,-4.2,28.683001,n_11862,n,11862,Level 3,Mombasa,Mvita,Mvita,Tudor,Level 3,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
769,769,Kanyangi Sub County Hospital,-1.761483,37.909129,1015.7,5.9,n_12184,n,12184,Level 4,Kitui,Kitui Central,Kitui Rural,Kanyangi,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,1,0,0,0
770,770,Kauwi Sub County Hospital,-1.246161,37.914833,0.0,20.1,n_12255,n,12255,Level 4,Kitui,Kitui West,Kitui West,Kauwi,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
771,771,Mwala Subcounty Hospital,-1.521298,37.424271,1338.2,6.95,n_12618,n,12618,Level 4,Machakos,Mwala,Mwala,Makutano/Mwala,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
772,772,Nguluni Health Centre,-1.28277,37.279595,1520.8,7.716,n_12657,n,12657,Level 3,Machakos,Matungulu,Matungulu,Matungulu West,Level 3,Government/Public entity,rural,Rural,Medical Center,0,0,0,0,0,0,0
773,773,St John of God Hospital Tigania,0.198944,37.791551,1473.700073,9.275,n_12799,n,12799,Level 4,Meru,Tigania East,Tigania East,Muthara,Level 4,Faith Based Organization,rural,Rural,Hospital,0,0,0,0,0,0,0
774,774,Avenue Hospital,-1.264785,36.817688,1659.900024,16.041,n_12874,n,12874,Level 4,Nairobi,Westlands,Westlands,Parklands/Highridge,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
775,775,Guru Nanak Hospital,-1.269694,36.83215,1649.099976,19.471001,n_12965,n,12965,Level 4,Nairobi,Starehe,Starehe,Ngara,Level 4,Faith Based Organization,urban,Urban,Hospital,0,0,0,0,0,0,0
776,776,Moi Air Base Hospital,-1.267109,36.861588,1612.400024,4.345,n_13095,n,13095,Level 4,Nairobi,Kamukunji,Kamukunji,Airbase,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
777,777,Al-Maqdis ENT Clinic,-0.44909,39.646843,123.900002,7.95,n_13284,n,13284,Level 2,Garissa,Garissa Township,Garissa,Township,Level 2,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
778,778,Ekerenyo Sub-District Hospital,-0.5281,34.98764,1822.599976,16.200001,n_13540,n,13540,Level 4,Nyamira,North Mugirango,Nyamira North,Ekerenyo,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
779,779,Kenyenya Sub County Referral Hospital,-0.8886,34.72948,1734.3,8.125,n_13673,n,13673,Level 4,Kisii,Bomachoge Borabu,Bomachoge Borabu,Bokimonge,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
780,780,Manga Sub County Hospital,-0.613139,34.835356,1938.5,4.14,n_13766,n,13766,Level 4,Nyamira,Kitutu Masaba,Manga,Manga,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
781,781,St Luke's Hospital,-0.105942,34.761717,1156.300049,8.52,n_14117,n,14117,Level 4,Kisumu,Kisumu Central,Kisumu Central,Market Milimani,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
782,782,Chebiemit Sub county Hospital,0.853245,35.5024,2417.2,12.1,n_14294,n,14294,Level 4,Elgeyo-Marakwet,Marakwet West,Marakwet West,Moiben/Kuserwo,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
783,783,Endebess Sub- County Hospital,1.079086,34.857187,1895.5,6.16,n_14455,n,14455,Level 3,Trans Nzoia,Endebess,Endebess,Endebess,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
784,784,Mother Angela Huruma Hospital,0.004147,37.091027,1950.800049,10.25,n_14553,n,14553,Level 4,Laikipia,Laikipia East,Laikipia East,Nanyuki,Level 4,Faith Based Organization,urban,Urban,Hospital,0,0,0,0,0,0,0
785,785,Mashuuru Sub County Hospital,-2.104274,37.129431,1388.7,2.5,n_15150,n,15150,Level 4,Kajiado,Kajiado East,Kajiado East,Imaroro,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
786,786,Mulemi Hospital,-0.720439,36.435841,1906.5,7.0,n_15250,n,15250,Level 4,Nakuru,Naivasha,Naivasha,Viwandani,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
787,787,Nanyuki Maternity And Nursing Home,0.021859,37.068543,1906.800049,20.4,n_15306,n,15306,Level 3,Laikipia,Laikipia East,Laikipia East,Thingithu,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
788,788,Olenguruone Sub County Hospital,-0.590919,35.685835,2525.0,5.5,n_15398,n,15398,Level 4,Nakuru,Kuresoi South,Kuresoi South,Amalo,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
789,789,Ongata Rongai Sub County Hospital,-1.390022,36.746821,1740.0,23.6,n_15440,n,15440,Level 4,Kajiado,Kajiado North,Kajiado North,Nkaimurunya,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
790,790,Saboti Sub-County Hospital,0.937644,34.837243,1931.8,11.575,n_15508,n,15508,Level 4,Trans Nzoia,Saboti,Saboti,Saboti,Level 4,Government/Public entity,rural,Rural,Health Center,0,0,0,0,0,0,0
791,791,Iguhu Sub County Hospital,0.16319,34.74596,0.0,13.867,n_15899,n,15899,Level 4,Kakamega,Ikolomani,Ikolomani,Idakho East,Level 4,Government/Public entity,rural,Rural,Hospital,0,0,0,0,0,0,0
792,792,Khunyangu Sub County Hospital,0.337553,34.257673,1296.5,3.521,n_15939,n,15939,Level 4,Busia,Butula,Butula,Kingandole,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
793,793,Mukumu Hospital,0.21289,34.769172,1588.5,9.283,n_16030,n,16030,Level 4,Kakamega,Shinyalu,Shinyalu,Isukha South,Level 4,Faith Based Organization,urban,Urban,Hospital,0,0,0,0,0,0,0
794,794,New Busia Maternity & Nursing Home,0.452406,34.102042,1213.300049,6.1,n_16080,n,16080,Level 4,Busia,Matayos,Matayos,Mayenje,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
795,795,Matunda Sub County Hospital,0.877295,34.893671,1787.6,9.475,n_163640,n,163640,Level 3,Trans Nzoia,Kiminini,Kiminini,Nabiswa,Level 4,Government/Public entity,urban,Urban,Hospital,0,0,0,0,0,0,0
796,796,Unison Medical Clinic,0.261911,36.542338,1971.4,9.76,n_17032,n,17032,Level 2,Laikipia,Laikipia West,Laikipia West,Rumuruti Township,Level 3,Private,rural,Rural,Health Center,0,0,0,0,0,0,0
797,797,Nazareth Hospital (Ruiru),-1.146593,36.946526,1536.800049,5.542,n_17490,n,17490,Level 4,Kiambu,Ruiru,Ruiru,Biashara,Level 4,Faith Based Organization,urban,Urban,Hospital,0,0,0,0,0,0,0
798,798,Proact Health services,-1.185339,36.902485,1547.900024,22.474001,n_20163,n,20163,Level 2,Nairobi,Roysambu,Roysambu,Kahawa West,Level 3,Private,urban,Urban,Health Center,0,0,0,0,0,0,0
799,799,Nimoli Medical Services,-1.229504,36.920482,1560.300049,20.0,n_21026,n,21026,Level 2,Kiambu,Limuru,Limuru,Ndeiya,Level 2,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
800,800,Kenlands Health Services Maili Sita,-0.233058,36.117076,1938.900024,20.0,n_21051,n,21051,Level 3,Nakuru,Bahati,Nakuru North,Kiamaina,Level 3,Private,rural,Rural,Medical Clinic,0,0,0,0,0,0,0
801,801,Cresent Community Hospital (Nairobi),-1.272861,36.845006,1637.099976,22.200001,n_21595,n,21595,Level 4,Nairobi,,,Kamkunji,Level 4,Private,urban,Urban,other,0,0,0,0,0,0,0
802,802,St Jairus Hospital,-0.075502,34.724178,1190.7,3.96,n_21766,n,21766,Level 4,Kisumu,Kisumu West,Kisumu West,Central Kisumu,Level 4,Private,rural,Rural,Hospital,0,0,0,0,0,0,0
803,803,JOYRIDE MEDICAL CENTRE,-0.609816,34.889999,2045.9,4.98,n_22070,n,22070,Level 2,Nyamira,West Mugirango,Nyamira,Bosamaro,Level 2,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
804,804,Nabuala Medical Centre,0.64284,34.519366,0.0,20.0,n_22299,n,22299,Level 3,Bungoma,Kanduyi,Kanduyi,Marakaru/Tuuti,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
805,805,Bristol Park Hospital Utawala,-1.280113,36.965992,1565.800049,12.682,n_23399,n,23399,Level 4,Nairobi,Embakasi East,Embakasi East,Utawala,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
806,806,Nawal Medical Clinic,3.950494,41.868176,185.699997,28.1,n_23565,n,23565,Level 2,Mandera,Mandera East,Mandera East,Township,Level 4,Private,urban,Urban,Nursing Home,0,0,0,0,0,0,0
807,807,Mogonga Medical and Diagnostic Centre,-0.861347,34.759233,1716.4,5.4,n_24149,n,24149,Level 3,Kisii,Bomachoge Borabu,Bomachoge Borabu,Bombaba Borabu,Level 3,Private,rural,Rural,Hospital,0,0,0,0,0,0,0
808,808,RFH Health Care LTF-Embakasi Medical Clinic,-1.30831,36.908791,1612.300049,20.297001,n_24174,n,24174,Level 2,Nairobi,Embakasi East,Embakasi East,Embakasi,Level 2,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
809,809,Camel Hospital,1.74866,40.059051,233.899994,18.301001,n_24328,n,24328,Level 4,Wajir,Wajir East,Wajir East,Township,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
810,810,Rapha Hospital and Clinics,0.500845,35.272327,2096.299805,4.54,n_24639118,n,24639118,Level 4,Uasin Gishu,Kesses,Kesses,Racecourse,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
811,811,Bwana ni Mwema Hospital,-1.234643,34.48312,1633.7,6.08,n_24983,n,24983,Level 3,Migori,Kuria West,Kuria West,Isibania,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
812,812,Lodwar Hills Medical Centre,3.108804,35.616127,511.1,4.34,n_25035,n,25035,Level 2,Turkana,Turkana Central,Turkana Central,Kanamkemer,Level 3,Private,urban,Urban,Nursing Home,0,0,0,0,0,0,0
813,813,Bestcare Hospital Ltd,-2.075741,37.465566,1138.700073,4.38,n_27908,n,27908,Level 4,Makueni,Kibwezi West,Kibwezi West,Emali/Mulala,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
814,814,Saint Bridget Hospital LTD,-1.164555,36.821568,1724.300049,24.9,n_28457,n,28457,Level 4,Kiambu,Kiambu,Kiambu Town,Ndumberi,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
815,815,Equity Afia South B Medical Centre,-1.311197,36.835592,1644.800049,20.0,n_28796,n,28796,Level 3,Nairobi,Starehe,Starehe,Nairobi South,Level 3,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
816,816,Whiterose Medical Centre (Kirinyaga),-0.734923,37.32517,1134.5,7.35,n_28933,n,28933,Level 4,Kirinyaga,,,Mwea West,Level 4,Private,rural,Rural,Medical Center,0,0,0,0,0,0,0
817,817,Newlife Cottage Hospital,-1.281999,36.895482,1604.099976,11.179,n_29036,n,29036,Level 3,Nairobi,Embakasi West,Embakasi West,Umoja I,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
818,818,Ivory Health Solution Limited,-1.058587,36.775572,1963.0,16.879,n_29796,n,29796,Level 3,Kiambu,Githunguri,Githunguri,Githunguri,Level 3,Private,rural,Rural,Hospital,0,0,0,0,0,0,0
819,819,RFH Komarock,-1.265208,36.916252,1575.800049,20.1,n_30233,n,30233,Level 4,Nairobi,Embakasi Central,Embakasi Central,Komarock,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
820,820,AHLI Hospital Limited,-1.556734,36.936712,1584.200073,3.56,n_30358,n,30358,Level 4,Kajiado,Kajiado East,Kajiado East,Kaputiei North,Level 4,Private,rural,Rural,Hospital,0,0,0,0,0,0,0
821,821,Nimoli Medical Services (Nairobi),-1.229435,36.9204,1563.200073,20.0,n_38123,n,38123,Level 3,Nairobi,,,Kasarani,Level 3,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
822,822,Zion Medical Centre Bungoma (Bungoma),0.578737,34.56127,1411.96228,18.402,n_1000,n,1000,Level 4,Bungoma,,,Khalaba,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
823,823,Consolata Mission Hospital (Mathari),-0.41337,36.919873,1864.0,8.919,n_10100,n,10100,Level 4,Nyeri,Nyeri Town,Nyeri Central,Kiganjo/Mathari,Level 4,Faith Based Organization,urban,Urban,Hospital,0,0,0,0,0,0,0
824,824,Githunguri Health Centre,-1.057439,36.777883,1958.800049,6.9,n_10269,n,10269,Level 3,Kiambu,Githunguri,Githunguri,Githunguri,Level 3,Government/Public entity,rural,Rural,Health Center,0,0,0,0,0,0,0
